campaign_name,advertiser_name,impressions,clicks,total_spend,cpc,cpm
Campaign_330,Advertiser_35,6188,321,13934.1,43.4084,2251.7938
Campaign_978,Advertiser_98,5179,270,11728.26,43.438,2264.58
Campaign_678,Advertiser_67,4853,254,11041.4,43.4701,2275.17
Campaign_640,Advertiser_64,5338,279,12128.38,43.4709,2272.0832
Campaign_334,Advertiser_36,7298,382,16610.17,43.4821,2275.9893
Campaign_495,Advertiser_50,6294,327,14222.29,43.4932,2259.6584
Campaign_487,Advertiser_49,8231,425,18489.88,43.5056,2246.371
Campaign_203,Advertiser_21,4418,232,10094.62,43.5113,2284.8846
Campaign_595,Advertiser_59,3077,161,7005.45,43.5121,2276.7143
Campaign_367,Advertiser_39,5281,271,11791.85,43.5124,2232.882
Campaign_983,Advertiser_98,8736,454,19763.94,43.5329,2262.3558
Campaign_773,Advertiser_77,4858,251,10926.88,43.5334,2249.2548
Campaign_205,Advertiser_21,4708,246,10709.36,43.534,2274.7154
Campaign_710,Advertiser_70,8238,430,18731.99,43.5628,2273.8517
Campaign_291,Advertiser_31,7068,371,16163.51,43.5674,2286.8577
Campaign_37,Advertiser_5,1211,63,2745.85,43.5849,2267.4236
Campaign_625,Advertiser_62,4973,260,11334.82,43.5955,2279.2721
Campaign_535,Advertiser_54,4608,240,10464.38,43.6016,2270.9158
Campaign_308,Advertiser_33,1278,66,2879.28,43.6255,2252.9577
Campaign_369,Advertiser_39,4614,239,10440.01,43.6821,2262.681
Campaign_86,Advertiser_10,4941,259,11314.14,43.6839,2289.8482
Campaign_13,Advertiser_2,4087,210,9174.1,43.6862,2244.7027
Campaign_315,Advertiser_34,9056,471,20583.7,43.7021,2272.9351
Campaign_112,Advertiser_12,6427,336,14685.55,43.707,2284.9774
Campaign_84,Advertiser_10,4909,254,11102.94,43.7124,2261.7519
Campaign_869,Advertiser_87,6485,335,14643.79,43.7128,2258.1018
Campaign_45,Advertiser_6,8397,435,19018.0,43.7195,2264.8565
Campaign_992,Advertiser_99,1958,102,4459.39,43.7195,2277.523
Campaign_236,Advertiser_25,8754,454,19858.55,43.7413,2268.5115
Campaign_932,Advertiser_92,4631,241,10542.83,43.7462,2276.5774
Campaign_655,Advertiser_65,5484,284,12425.64,43.7523,2265.7987
Campaign_166,Advertiser_17,4713,242,10590.26,43.7614,2247.0316
Campaign_751,Advertiser_74,2245,115,5035.15,43.7839,2242.8285
Campaign_217,Advertiser_22,8616,451,19747.48,43.786,2291.9545
Campaign_378,Advertiser_40,4682,243,10641.52,43.7923,2272.8578
Campaign_207,Advertiser_21,5094,263,11518.39,43.7962,2261.168
Campaign_499,Advertiser_51,9125,473,20722.22,43.8102,2270.9282
Campaign_676,Advertiser_67,5056,260,11391.31,43.8127,2253.0281
Campaign_916,Advertiser_91,6574,338,14808.95,43.8135,2252.6544
Campaign_41,Advertiser_5,6357,330,14461.91,43.824,2274.9583
Campaign_253,Advertiser_26,7137,367,16096.57,43.8599,2255.3692
Campaign_684,Advertiser_68,7068,364,15966.76,43.8647,2259.0209
Campaign_686,Advertiser_68,7386,384,16845.04,43.8673,2280.6715
Campaign_471,Advertiser_48,5635,291,12767.51,43.8746,2265.7516
Campaign_945,Advertiser_94,8308,432,18958.65,43.8858,2281.9752
Campaign_890,Advertiser_88,5044,261,11454.25,43.886,2270.8664
Campaign_539,Advertiser_54,7565,393,17250.7,43.8949,2280.3305
Campaign_733,Advertiser_72,5992,310,13609.69,43.9022,2271.3101
Campaign_6,Advertiser_1,5890,301,13216.89,43.9099,2243.9542
Campaign_246,Advertiser_25,3376,177,7772.84,43.9144,2302.3815
Campaign_1005,Advertiser_100,3135,162,7114.44,43.9163,2269.3589
Campaign_850,Advertiser_85,7881,403,17709.94,43.9453,2247.1691
Campaign_1006,Advertiser_100,5805,298,13102.16,43.967,2257.0474
Campaign_532,Advertiser_54,6003,309,13591.58,43.9857,2264.1313
Campaign_791,Advertiser_79,5310,273,12010.03,43.9928,2261.7759
Campaign_630,Advertiser_63,3576,183,8053.45,44.0079,2252.0833
Campaign_697,Advertiser_69,2653,137,6030.42,44.0177,2273.0569
Campaign_307,Advertiser_33,555,28,1232.52,44.0186,2220.7568
Campaign_233,Advertiser_24,4807,251,11050.43,44.0256,2298.8205
Campaign_633,Advertiser_64,5498,285,12548.72,44.0306,2282.4154
Campaign_390,Advertiser_41,4188,215,9468.18,44.038,2260.788
Campaign_989,Advertiser_99,5177,264,11627.23,44.0425,2245.9397
Campaign_593,Advertiser_59,8267,427,18807.87,44.0465,2275.0538
Campaign_129,Advertiser_14,4555,238,10486.85,44.0624,2302.2722
Campaign_903,Advertiser_90,5580,289,12734.46,44.0639,2282.1613
Campaign_974,Advertiser_97,5053,258,11370.68,44.0724,2250.283
Campaign_51,Advertiser_6,5826,301,13270.29,44.0873,2277.7703
Campaign_289,Advertiser_31,9209,473,20856.66,44.0944,2264.8127
Campaign_2,Advertiser_1,2954,153,6746.99,44.098,2284.0183
Campaign_809,Advertiser_81,5261,269,11875.33,44.1462,2257.2382
Campaign_675,Advertiser_67,6495,338,14923.39,44.152,2297.6736
Campaign_336,Advertiser_36,8457,435,19207.57,44.1553,2271.2037
Campaign_408,Advertiser_42,3133,159,7022.83,44.1687,2241.5672
Campaign_661,Advertiser_66,5214,266,11755.59,44.1939,2254.6203
Campaign_886,Advertiser_88,6117,313,13832.77,44.1942,2261.365
Campaign_485,Advertiser_49,4531,234,10342.37,44.1982,2282.58
Campaign_646,Advertiser_65,5361,275,12154.61,44.1986,2267.2281
Campaign_309,Advertiser_33,5137,262,11580.64,44.2009,2254.3586
Campaign_92,Advertiser_10,4801,244,10785.18,44.2016,2246.4445
Campaign_31,Advertiser_4,4884,249,11007.29,44.206,2253.7449
Campaign_551,Advertiser_56,5709,296,13085.35,44.2073,2292.0564
Campaign_861,Advertiser_86,5635,289,12777.55,44.213,2267.5333
Campaign_379,Advertiser_40,8422,434,19192.04,44.2213,2278.7984
Campaign_277,Advertiser_30,5154,264,11674.42,44.2213,2265.1184
Campaign_140,Advertiser_15,4908,253,11189.95,44.2291,2279.9409
Campaign_237,Advertiser_25,5130,262,11590.86,44.2399,2259.4269
Campaign_269,Advertiser_29,7902,408,18052.19,44.2456,2284.509
Campaign_720,Advertiser_71,6158,317,14031.72,44.2641,2278.6164
Campaign_957,Advertiser_95,8914,459,20337.17,44.3076,2281.4864
Campaign_548,Advertiser_55,6282,320,14178.45,44.3077,2256.9962
Campaign_61,Advertiser_8,4797,246,10901.05,44.3132,2272.4724
Campaign_897,Advertiser_89,7123,368,16318.14,44.3428,2290.9083
Campaign_615,Advertiser_61,5773,296,13127.64,44.3501,2273.9719
Campaign_199,Advertiser_21,4966,251,11133.04,44.3547,2241.8526
Campaign_881,Advertiser_88,6583,334,14821.36,44.3753,2251.4598
Campaign_357,Advertiser_37,4803,247,10960.81,44.3757,2282.0758
Campaign_74,Advertiser_9,6088,310,13762.19,44.3942,2260.5437
Campaign_174,Advertiser_18,5972,309,13722.2,44.4084,2297.7562
Campaign_19,Advertiser_3,5662,294,13056.54,44.41,2305.9943
Campaign_1010,Advertiser_100,5077,260,11549.71,44.422,2274.9084
Campaign_326,Advertiser_34,9555,489,21725.52,44.4285,2273.7331
Campaign_996,Advertiser_99,3440,175,7775.7,44.4326,2260.3779
Campaign_562,Advertiser_57,5599,283,12576.2,44.4389,2246.1511
Campaign_642,Advertiser_64,3135,159,7069.27,44.4608,2254.9506
Campaign_99,Advertiser_11,6356,325,14454.75,44.4762,2274.1897
Campaign_419,Advertiser_43,9219,466,20726.57,44.4776,2248.2449
Campaign_626,Advertiser_62,4876,250,11122.16,44.4886,2281.0008
Campaign_478,Advertiser_49,6838,348,15482.78,44.4907,2264.2264
Campaign_170,Advertiser_18,5181,263,11702.87,44.4976,2258.8052
Campaign_587,Advertiser_59,3301,168,7477.31,44.5078,2265.1651
Campaign_707,Advertiser_70,4440,224,9970.8,44.5125,2245.6757
Campaign_179,Advertiser_19,3556,183,8147.42,44.5214,2291.1755
Campaign_647,Advertiser_65,3039,151,6725.74,44.5413,2213.1425
Campaign_288,Advertiser_30,4517,228,10156.5,44.5461,2248.5056
Campaign_650,Advertiser_65,5342,272,12121.97,44.5661,2269.182
Campaign_247,Advertiser_26,4307,222,9897.17,44.5818,2297.9266
Campaign_429,Advertiser_45,5383,274,12216.06,44.5842,2269.3777
Campaign_459,Advertiser_47,3792,197,8783.91,44.5884,2316.432
Campaign_599,Advertiser_60,7504,380,16949.53,44.604,2258.7327
Campaign_63,Advertiser_8,3631,187,8341.36,44.6062,2297.2625
Campaign_838,Advertiser_84,2629,133,5933.14,44.6101,2256.8049
Campaign_939,Advertiser_93,3389,172,7674.31,44.6181,2264.4762
Campaign_688,Advertiser_68,5939,300,13387.12,44.6237,2254.1034
Campaign_611,Advertiser_60,6792,342,15261.72,44.6249,2247.0141
Campaign_130,Advertiser_14,5890,297,13254.49,44.6279,2250.3379
Campaign_451,Advertiser_46,5153,262,11694.26,44.6346,2269.4081
Campaign_894,Advertiser_89,5966,306,13659.12,44.6376,2289.4938
Campaign_467,Advertiser_48,5300,268,11965.04,44.6457,2257.5547
Campaign_887,Advertiser_88,6766,345,15403.61,44.6481,2276.6199
Campaign_362,Advertiser_38,5153,260,11610.32,44.6551,2253.1186
Campaign_318,Advertiser_34,5114,259,11565.77,44.6555,2261.5898
Campaign_977,Advertiser_98,5450,276,12326.86,44.6625,2261.8092
Campaign_418,Advertiser_43,4774,241,10765.68,44.6709,2255.0649
Campaign_814,Advertiser_82,9212,470,21000.81,44.6826,2279.7232
Campaign_422,Advertiser_44,2252,114,5094.52,44.6888,2262.2202
Campaign_864,Advertiser_87,7956,406,18149.58,44.7034,2281.2443
Campaign_133,Advertiser_14,6035,304,13590.01,44.704,2251.8658
Campaign_549,Advertiser_55,5188,264,11802.66,44.707,2274.9923
Campaign_280,Advertiser_30,4848,244,10914.16,44.7302,2251.2706
Campaign_161,Advertiser_17,5312,268,11992.55,44.7483,2257.6337
Campaign_986,Advertiser_98,5565,283,12664.32,44.7502,2275.7089
Campaign_178,Advertiser_19,1918,100,4476.89,44.7689,2334.1449
Campaign_768,Advertiser_76,5667,288,12895.23,44.7751,2275.495
Campaign_612,Advertiser_61,4705,238,10657.58,44.7797,2265.1605
Campaign_344,Advertiser_36,6053,310,13882.58,44.7825,2293.504
Campaign_691,Advertiser_68,5219,265,11868.11,44.7853,2274.0199
Campaign_516,Advertiser_52,6191,313,14019.13,44.7896,2264.4371
Campaign_565,Advertiser_57,5054,259,11601.12,44.792,2295.4333
Campaign_150,Advertiser_16,5202,262,11738.45,44.8032,2256.5263
Campaign_410,Advertiser_42,4825,246,11022.12,44.8054,2284.3772
Campaign_464,Advertiser_47,5344,269,12055.91,44.8175,2255.9712
Campaign_406,Advertiser_42,5758,289,12952.79,44.8193,2249.5294
Campaign_305,Advertiser_33,7059,357,16001.19,44.8213,2266.7786
Campaign_774,Advertiser_77,7372,373,16718.69,44.8222,2267.8635
Campaign_638,Advertiser_64,5591,282,12643.67,44.8357,2261.4327
Campaign_303,Advertiser_33,4869,246,11038.79,44.8731,2267.1575
Campaign_275,Advertiser_30,5758,291,13059.9,44.8794,2268.1313
Campaign_70,Advertiser_9,4723,241,10816.84,44.8832,2290.2477
Campaign_226,Advertiser_24,5729,290,13017.91,44.8893,2272.2831
Campaign_430,Advertiser_45,7190,364,16342.87,44.898,2273.0
Campaign_944,Advertiser_94,4782,241,10821.41,44.9021,2262.9465
Campaign_209,Advertiser_21,4510,228,10238.72,44.9067,2270.2262
Campaign_973,Advertiser_97,5171,260,11677.49,44.9134,2258.2653
Campaign_262,Advertiser_28,6386,325,14597.23,44.9146,2285.8174
Campaign_931,Advertiser_92,6324,322,14464.6,44.9211,2287.2549
Campaign_36,Advertiser_5,3865,194,8715.38,44.9246,2254.9495
Campaign_554,Advertiser_56,5523,280,12579.27,44.926,2277.6154
Campaign_822,Advertiser_83,5664,284,12759.45,44.9276,2252.7278
Campaign_602,Advertiser_60,8955,453,20354.11,44.9318,2272.9324
Campaign_328,Advertiser_35,4403,224,10066.76,44.9409,2286.3411
Campaign_335,Advertiser_36,5421,273,12273.71,44.9586,2264.1044
Campaign_216,Advertiser_22,4858,247,11106.29,44.9647,2286.1857
Campaign_123,Advertiser_13,5345,272,12232.0,44.9706,2288.4939
Campaign_993,Advertiser_99,5846,293,13176.66,44.9715,2253.9617
Campaign_259,Advertiser_27,4793,244,10975.74,44.9825,2289.952
Campaign_905,Advertiser_90,4832,244,10975.89,44.9832,2271.5004
Campaign_743,Advertiser_73,6597,331,14897.48,45.0075,2258.2204
Campaign_606,Advertiser_60,7166,360,16206.57,45.0183,2261.5922
